11353669641-DAY ACUVUE Moist Tag -2.00dpt BC 8.5 30 Stk     0021170037501000000000000000000000001
1138110429Forthyron 400 mcg 50 Tabl (vet)                   0081120015800000000000000000000000002
1125091763AETHACRIDIN lactic sol Bichsel Urobag 100 ml      000641001470300B050200076129295072132
1133938735DIAPHIN Trockensub 10 g i.v. Amp                  017246021090103A010130076805556100412
1138304786Armani Attitude 75 ml                             0112000112800000000000036055203016051
1130020646SELSUN Shampoo Susp 60 ml                         000911001650300D100400076801723304142
1130074501BIOMARIS Voll Meersalz 500 g                      0003560004900000000000076115750050051
1128809544Sildenafil Suspension 7mg/ml 100ml                0030850045801000000000000000000000002
1126571270LYNPARZA Kaps 50 mg 448 Stk                       564449594755100A000000076806516000142
1123727808HERBORISTERIA Seife Jasmin 150 g                  0005390009004000000000032986516000151
11258634503M MEDIPORE+PAD Absorbtionsverb 10x15cm 8 x 25 Stk0108010178201000000000000000000000001
1123656617PRIORIX TETRA Trockensub c Solv Fertspr           008496010590301B080800076805815800112
1130919766LOPRESOR Retard Divitabs 200 mg 14 Stk            000437000835100B020300076804444701072
1120919772LOPRESOR Retard Divitabs 200 mg 56 Stk            001409002675100B020300076804444702992
1120020244FERRO-GRADUMET Depottabl 30 Stk                   000896001380300C060710076803164401152
1122069562EINF ARZNEI Urtinktur 1-10g/ml                    0010040013401000000000025000005884712
1122069622EINF ARZNEI Ceres Urtinktur 20ml                  0018870025201000000000025000005885252

